epoch;loss;val_loss
0;781.2189025878906;829.9469680786133
0;710.8278274536133;766.6585464477539
0;707.7080001831055;708.3319702148438
0;701.845703125;706.0181198120117
0;700.500373840332;700.2210311889648
0;700.5988998413086;698.100341796875
0;696.259407043457;694.9268035888672
0;693.3985748291016;848.5140151977539
0;688.9488067626953;748.1117401123047
0;688.6481170654297;748.1089172363281
0;686.8577270507812;696.0538558959961
0;680.8856887817383;700.9895172119141
0;672.0559387207031;667.5595245361328
0;678.1871719360352;676.5104064941406
0;671.1305313110352;788.4108963012695
0;668.8185882568359;668.1584930419922
0;668.5258865356445;683.3766098022461
0;668.846076965332;671.3477630615234
0;664.6950378417969;695.1790924072266
0;667.3116149902344;685.8231201171875
0;662.3222885131836;694.4092712402344
0;664.4674987792969;671.6727294921875
0;665.0488357543945;692.1752700805664
0;657.7987670898438;669.3248748779297
0;653.3854446411133;664.591423034668
0;659.5694122314453;668.1206130981445
0;655.5665817260742;678.786994934082
0;658.5782470703125;662.6280822753906
0;656.5488433837891;659.0701522827148
0;653.3488616943359;647.9427261352539
0;653.0849304199219;670.3629379272461
0;651.4952926635742;688.6449432373047
0;649.1405029296875;669.144645690918
0;647.5219650268555;672.3521118164062
0;644.5887451171875;645.9501190185547
0;647.0613021850586;698.0702209472656
0;647.9349670410156;646.6740493774414
0;638.5243530273438;644.8799667358398
0;642.6433486938477;656.8243789672852
0;642.1812591552734;655.0935592651367
0;639.9601745605469;660.9441146850586
0;642.0620880126953;651.7684173583984
0;640.0009384155273;658.9601211547852
0;645.1333312988281;644.230712890625
0;643.9303359985352;645.2986068725586
0;642.0306701660156;648.3801422119141
0;639.1627502441406;652.4032745361328
0;637.9719314575195;640.1225357055664
0;644.5405426025391;652.1111068725586
0;642.4049835205078;654.895751953125
0;638.1745452880859;648.5481719970703
0;635.8034973144531;644.1553421020508
0;639.8089904785156;659.3497161865234
0;631.0672988891602;632.6505432128906
0;635.2649536132812;635.0918655395508
0;624.3771667480469;645.8387298583984
0;635.7412567138672;637.0360107421875
0;634.062858581543;639.04443359375
0;629.3891906738281;627.1019973754883
0;632.0363998413086;632.9245681762695
0;637.8683090209961;640.4178695678711
0;630.1342620849609;626.6653060913086
0;635.7574768066406;638.4917984008789
0;630.7846145629883;629.6291046142578
0;636.1914978027344;639.4546356201172
0;633.8767242431641;637.5247650146484
0;633.7846527099609;649.7367782592773
0;630.2729034423828;638.2380752563477
0;634.5927886962891;643.0583419799805
0;640.8456878662109;643.5878601074219
0;629.7178802490234;626.4593353271484
0;634.2994079589844;633.0566253662109
0;637.0129013061523;639.5898666381836
0;630.8609771728516;629.0412979125977
0;625.0524520874023;633.2277908325195
0;630.4497909545898;641.3424606323242
0;625.3178253173828;627.4959945678711
0;634.9682235717773;636.0654830932617
0;633.6491546630859;646.6833953857422
0;635.3037414550781;633.8809967041016
0;630.855842590332;637.9658584594727
0;630.6157073974609;643.4586639404297
0;627.8753433227539;629.9137878417969
0;630.7583160400391;633.3343505859375
0;633.3766708374023;637.1808853149414
0;626.1170120239258;628.6140899658203
0;627.2999649047852;626.1315460205078
0;629.0341186523438;647.640007019043
0;631.7083740234375;631.2483215332031
0;627.8530654907227;633.5582733154297
0;627.6725921630859;627.3280410766602
0;627.2244873046875;636.2007064819336
0;626.60546875;628.2721176147461
0;622.091796875;628.1552124023438
0;633.2556457519531;637.2498779296875
0;625.2070007324219;641.1874465942383
0;630.9927291870117;631.1308822631836
0;632.4704971313477;635.1029434204102
0;634.0476379394531;635.0211181640625
0;629.7717132568359;627.6533966064453
0;781.269401550293;1347.6078033447266
0;745.707649230957;709.042106628418
0;718.144172668457;708.4233779907227
0;708.4469604492188;709.1381225585938
0;705.4168930053711;711.4947967529297
0;702.443733215332;714.888671875
0;705.130729675293;711.6064376831055
0;705.1526489257812;709.1167144775391
0;702.3610610961914;707.8636779785156
0;703.3231201171875;709.3009719848633
0;702.5189971923828;708.4915924072266
0;701.8814392089844;707.0368499755859
0;703.8417282104492;708.9967193603516
0;702.7820053100586;709.0482559204102
0;701.4440002441406;707.2219543457031
0;702.5278930664062;708.8750762939453
0;702.9813461303711;709.9833297729492
0;702.2029647827148;708.011360168457
